,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum
1964319,1996,3,8,18,7,1996-08-18,DL,19790,DL,N903DE,1959,12953,1295301,31703,LGA,"New York, NY",NY,36,New York,22,13204,1320401,31454,MCO,"Orlando, FL",FL,12,Florida,33,1720,1725,5,5,0,0,1700-1759,20,1745,1950,5,1954,1955,1,1,0,0,1900-1959,0,,0,154,150,125,1,950,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84634,1996,3,8,11,7,1996-08-11,US,20355,US,N895US,737,11577,1157701,31577,ERI,"Erie, PA",PA,42,Pennsylvania,23,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,1555,1600,5,5,0,0,1500-1559,5,1605,1631,5,1636,1636,0,0,0,0,1600-1659,0,,0,41,36,26,1,109,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884887,1996,2,6,18,2,1996-06-18,NW,19386,NW,N201US,1138,11433,1143301,31295,DTW,"Detroit, MI",MI,26,Michigan,43,10821,1082102,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1040,1053,13,13,0,0,1000-1059,16,1109,1216,5,1207,1221,14,14,0,0,1200-1259,0,,0,87,88,67,1,408,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316736,1996,1,1,12,5,1996-01-12,DL,19790,DL,N949DL,1037,13230,1323001,32070,MDT,"Harrisburg, PA",PA,42,Pennsylvania,23,10135,1013501,30135,ABE,"Allentown/Bethlehem/Easton, PA",PA,42,Pennsylvania,23,1600,,,,,,1600-1659,,,,,1629,,,,,,1600-1659,1,,0,29,,,1,77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357248,1996,4,12,5,4,1996-12-05,AA,19805,AA,UNKNOW,542,14683,1468301,33214,SAT,"San Antonio, TX",TX,48,Texas,74,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,0,,,,,,0001-0559,,,,,0,,,,,,0001-0559,1,,0,,,,1,1041,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606705,1996,3,7,21,7,1996-07-21,US,20355,US,N374US,2125,11057,1105702,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,14635,1463501,31714,RSW,"Fort Myers, FL",FL,12,Florida,33,1645,1647,2,2,0,0,1600-1659,20,1707,1836,3,1828,1839,11,11,0,0,1800-1859,0,,0,103,112,89,1,600,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911226,1996,3,7,13,6,1996-07-13,UA,19977,UA,N533UA,622,14057,1405701,34057,PDX,"Portland, OR",OR,41,Oregon,92,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1005,1027,22,22,1,1,1000-1059,9,1036,1545,4,1549,1549,0,0,0,0,1500-1559,0,,0,224,202,189,1,1739,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398959,1996,2,5,4,6,1996-05-04,DL,19790,DL,N610DL,751,10721,1072101,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1750,1843,53,53,1,3,1700-1759,7,1850,2216,7,2100,2223,83,83,1,5,2100-2159,0,,0,310,340,326,1,2105,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174105,1996,3,8,14,3,1996-08-14,HP,19991,HP,N322AW,2630,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,13891,1389101,32575,ONT,"Ontario, CA",CA,6,California,91,1331,1330,-1,0,0,-1,1300-1359,15,1345,1436,3,1436,1439,3,3,0,0,1400-1459,0,,0,65,69,51,1,325,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610660,1996,2,6,7,5,1996-06-07,WN,19393,WN,N83,931,10140,1014001,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,1715,1727,12,12,0,0,1700-1759,8,1735,1730,5,1725,1735,10,10,0,0,1700-1759,0,,0,70,68,55,1,328,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183687,1997,4,12,3,3,1997-12-03,US,20355,US,N885US,1652,11042,1104201,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,1632,1629,-3,0,0,-1,1600-1659,17,1646,1741,2,1747,1743,-4,0,0,-1,1700-1759,0,,0,75,74,55,1,363,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285125,1997,4,10,9,4,1997-10-09,NW,19386,NW,N522US,317,11278,1127801,30852,DCA,"Washington, DC",VA,51,Virginia,38,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,830,833,3,3,0,0,0800-0859,11,844,957,6,1006,1003,-3,0,0,-1,1000-1059,0,,0,156,150,133,1,931,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788846,1997,3,8,29,5,1997-08-29,WN,19393,WN,N673,1287,14747,1474702,30559,SEA,"Seattle, WA",WA,53,Washington,93,13796,1379601,32457,OAK,"Oakland, CA",CA,6,California,91,845,854,9,9,0,0,0800-0859,8,902,1044,3,1040,1047,7,7,0,0,1000-1059,0,,0,115,113,102,1,671,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447147,1997,2,5,4,7,1997-05-04,TW,20211,TW,N64320,300,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,15016,1501601,31123,STL,"St. Louis, MO",MO,29,Missouri,64,1500,1457,-3,0,0,-1,1500-1559,10,1507,1547,5,1601,1552,-9,0,0,-1,1600-1659,0,,0,61,55,40,1,237,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703669,1997,4,12,25,4,1997-12-25,TW,20211,TW,N9307R,343,11618,1161801,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,15016,1501601,31123,STL,"St. Louis, MO",MO,29,Missouri,64,840,927,47,47,1,3,0800-0859,18,945,1106,4,1035,1110,35,35,1,2,1000-1059,0,,0,175,163,141,1,872,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349262,1997,2,6,4,3,1997-06-04,TW,20211,TW,N952U,173,15016,1501601,31123,STL,"St. Louis, MO",MO,29,Missouri,64,14057,1405701,34057,PDX,"Portland, OR",OR,41,Oregon,92,1700,1700,0,0,0,0,1700-1759,19,1719,1910,6,1919,1916,-3,0,0,-1,1900-1959,0,,0,259,256,231,1,1708,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149839,1997,4,11,10,1,1997-11-10,AA,19805,AA,N2AHAA,1788,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10397,1039702,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,1614,1618,4,4,0,0,1600-1659,13,1631,1856,5,1906,1901,-5,0,0,-1,1900-1959,0,,0,112,103,85,1,606,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986633,1997,1,3,1,6,1997-03-01,HP,19991,HP,N151AW,2808,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1937,1955,18,18,1,1,1900-1959,8,2003,2124,3,2113,2127,14,14,0,0,2100-2159,0,,0,96,92,81,1,507,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868400,1997,3,7,18,5,1997-07-18,CO,19704,CO,N72824,378,10397,1039702,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,11618,1161801,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,1715,1728,13,13,0,0,1700-1759,17,1745,,,1939,,,,,,1900-1959,0,,1,144,,,1,745,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203114,1997,2,5,22,4,1997-05-22,WN,19393,WN,N683,1891,12889,1288902,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,12191,1219101,31453,HOU,"Houston, TX",TX,48,Texas,74,1550,1550,0,0,0,0,1500-1559,14,1604,2047,3,2040,2050,10,10,0,0,2000-2059,0,,0,170,180,163,1,1235,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37143,1997,4,12,6,6,1997-12-06,NW,19386,NW,N302US,189,12339,1233902,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,945,943,-2,0,0,-1,0900-0959,10,953,1020,7,1026,1027,1,1,0,0,1000-1059,0,,0,101,104,87,1,503,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684344,1997,2,6,28,6,1997-06-28,UA,19977,UA,N933UA,1690,10721,1072101,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1245,1245,0,0,0,0,1200-1259,13,1258,1405,5,1423,1410,-13,0,0,-1,1400-1459,0,,0,158,145,127,1,867,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325394,1997,2,5,1,4,1997-05-01,DL,19790,DL,N517DA,1297,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,1730,1735,5,5,0,0,1700-1759,5,1740,2210,6,1944,2216,152,152,1,10,1900-1959,0,,0,134,281,270,1,589,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453841,1997,4,11,19,3,1997-11-19,US,20355,US,N504AU,714,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,15096,1509601,35096,SYR,"Syracuse, NY",NY,36,New York,22,2110,2108,-2,0,0,-1,2100-2159,30,2138,2220,2,2210,2222,12,12,0,0,2200-2259,0,,0,60,74,42,1,228,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096956,1997,2,4,16,3,1997-04-16,WN,19393,WN,N519,393,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,10140,1014001,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,1040,1040,0,0,0,0,1000-1059,10,1050,1235,3,1240,1238,-2,0,0,-1,1200-1259,0,,0,60,58,45,1,328,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334736,1997,1,1,20,1,1997-01-20,WN,19393,WN,N663,671,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1315,1315,0,0,0,0,1300-1359,18,1333,1446,2,1445,1448,3,3,0,0,1400-1459,0,,0,90,93,73,1,507,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850284,1997,4,10,21,2,1997-10-21,WN,19393,WN,N636,847,14831,1483101,32457,SJC,"San Jose, CA",CA,6,California,91,10800,1080001,32575,BUR,"Burbank, CA",CA,6,California,91,655,655,0,0,0,0,0600-0659,10,705,748,2,755,750,-5,0,0,-1,0700-0759,0,,0,60,55,43,1,297,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653487,1997,3,9,28,7,1997-09-28,NW,19386,NW,N89S,1774,11433,1143301,31295,DTW,"Detroit, MI",MI,26,Michigan,43,11995,1199501,31995,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,36,1710,1708,-2,0,0,-1,1700-1759,11,1719,1836,3,1847,1839,-8,0,0,-1,1800-1859,0,,0,97,91,77,1,460,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307076,1997,3,7,12,6,1997-07-12,DL,19790,DL,N495DA,1531,12953,1295301,31703,LGA,"New York, NY",NY,36,New York,22,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,1325,1328,3,3,0,0,1300-1359,11,1339,1455,13,1521,1508,-13,0,0,-1,1500-1559,0,,0,116,100,76,1,585,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456876,1997,4,12,12,5,1997-12-12,TW,20211,TW,N9406W,229,14027,1402701,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,14986,1498602,34986,SRQ,"Sarasota/Bradenton, FL",FL,12,Florida,33,750,748,-2,0,0,-1,0700-0759,9,757,832,2,837,834,-3,0,0,-1,0800-0859,0,,0,47,46,35,1,159,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651027,1997,3,9,18,4,1997-09-18,WN,19393,WN,N632,31,12191,1219101,31453,HOU,"Houston, TX",TX,48,Texas,74,11140,1114001,31140,CRP,"Corpus Christi, TX",TX,48,Texas,74,1515,1558,43,43,1,2,1500-1559,6,1604,1635,4,1600,1639,39,39,1,2,1600-1659,0,,0,45,41,31,1,187,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18264,1997,2,6,25,3,1997-06-25,AS,19930,AS,N962AS,255,14747,1474702,30559,SEA,"Seattle, WA",WA,53,Washington,93,11884,1188401,31884,GEG,"Spokane, WA",WA,53,Washington,93,2130,2130,0,0,0,0,2100-2159,10,2140,2218,4,2222,2222,0,0,0,0,2200-2259,0,,0,52,52,38,1,224,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372502,1997,4,12,18,4,1997-12-18,US,20355,US,N894US,579,11057,1105702,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,14193,1419301,33728,PNS,"Pensacola, FL",FL,12,Florida,33,1335,1338,3,3,0,0,1300-1359,14,1352,1407,3,1413,1410,-3,0,0,-1,1400-1459,0,,0,98,92,75,1,488,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843918,1997,1,1,30,4,1997-01-30,CO,19704,CO,UNKNOW,1077,10792,1079202,30792,BUF,"Buffalo, NY",NY,36,New York,22,11618,1161801,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,600,,,,,,0600-0659,,,,,715,,,,,,0700-0759,1,,0,75,,,1,282,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838828,1997,4,10,1,3,1997-10-01,CO,19704,CO,N12811,1837,12266,1226602,31453,IAH,"Houston, TX",TX,48,Texas,74,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91,1420,1421,1,1,0,0,1400-1459,14,1435,1603,4,1620,1607,-13,0,0,-1,1600-1659,0,,0,240,226,208,1,1635,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769163,1997,2,5,29,4,1997-05-29,US,20355,US,N280AU,1436,14492,1449201,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,12953,1295301,31703,LGA,"New York, NY",NY,36,New York,22,1745,1746,1,1,0,0,1700-1759,6,1752,1856,7,1912,1903,-9,0,0,-1,1900-1959,0,,0,87,77,64,1,431,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362895,1997,1,1,30,4,1997-01-30,WN,19393,WN,N619,392,11259,1125902,30194,DAL,"Dallas, TX",TX,48,Texas,74,16440,1644001,30423,AUS,"Austin, TX",TX,48,Texas,74,1950,1955,5,5,0,0,1900-1959,10,2005,2031,2,2035,2033,-2,0,0,-1,2000-2059,0,,0,45,38,26,1,183,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100347,1997,2,5,14,3,1997-05-14,UA,19977,UA,N347UA,1878,13495,1349501,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,12264,1226401,30852,IAD,"Washington, DC",VA,51,Virginia,38,1235,1232,-3,0,0,-1,1200-1259,6,1238,1543,4,1557,1547,-10,0,0,-1,1500-1559,0,,0,142,135,125,1,954,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506167,1997,3,7,8,2,1997-07-08,US,20355,US,N822US,1588,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1145,1158,13,13,0,0,1100-1159,14,1212,1347,6,1334,1353,19,19,1,1,1300-1359,0,,0,169,175,155,1,1068,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350288,1997,4,12,15,1,1997-12-15,CO,19704,CO,N79754,375,11618,1161801,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,10397,1039702,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,2020,2146,86,86,1,5,2000-2059,13,2159,2326,5,2251,2331,40,40,1,2,2200-2259,0,,0,151,105,87,1,745,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917623,1997,4,10,17,5,1997-10-17,US,20355,US,N375US,425,11996,1199602,31871,GSP,"Greer, SC",SC,45,South Carolina,37,11057,1105702,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,805,804,-1,0,0,-1,0800-0859,8,812,840,3,844,843,-1,0,0,-1,0800-0859,0,,0,39,39,28,1,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752943,1997,3,9,27,6,1997-09-27,TW,20211,TW,N406EA,751,15016,1501601,31123,STL,"St. Louis, MO",MO,29,Missouri,64,13851,1385102,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,1130,1126,-4,0,0,-1,1100-1159,12,1138,1246,6,1301,1252,-9,0,0,-1,1300-1359,0,,0,91,86,68,1,462,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826519,1997,3,9,8,1,1997-09-08,UA,19977,UA,N329UA,1260,12441,1244101,32441,JAC,"Jackson, WY",WY,56,Wyoming,88,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,1330,1339,9,9,0,0,1300-1359,6,1345,1442,9,1448,1451,3,3,0,0,1400-1459,0,,0,78,72,57,1,406,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656550,1997,4,10,17,5,1997-10-17,AS,19930,AS,N976AS,453,14831,1483101,32457,SJC,"San Jose, CA",CA,6,California,91,14057,1405701,34057,PDX,"Portland, OR",OR,41,Oregon,92,1042,1042,0,0,0,0,1000-1059,13,1055,1224,4,1223,1228,5,5,0,0,1200-1259,0,,0,101,106,89,1,569,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831448,1997,3,7,19,6,1997-07-19,WN,19393,WN,N321,1884,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6,California,91,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,1830,1830,0,0,0,0,1800-1859,8,1838,2339,3,2345,2342,-3,0,0,-1,2300-2359,0,,0,195,192,181,1,1363,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263026,1997,2,4,21,1,1997-04-21,DL,19790,DL,N237WA,1092,10135,1013501,30135,ABE,"Allentown/Bethlehem/Easton, PA",PA,42,Pennsylvania,23,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,1345,1343,-2,0,0,-1,1300-1359,7,1350,1513,7,1524,1520,-4,0,0,-1,1500-1559,0,,0,99,97,83,1,503,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922882,1997,2,4,14,1,1997-04-14,WN,19393,WN,N672,1501,13796,1379601,32457,OAK,"Oakland, CA",CA,6,California,91,14679,1467902,33570,SAN,"San Diego, CA",CA,6,California,91,800,813,13,13,0,0,0800-0859,6,819,928,2,920,930,10,10,0,0,0900-0959,0,,0,80,77,69,1,446,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164708,1997,3,9,21,7,1997-09-21,AA,19805,AA,N584AA,779,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,15376,1537601,30436,TUS,"Tucson, AZ",AZ,4,Arizona,81,1144,1149,5,5,0,0,1100-1159,29,1218,1335,4,1320,1339,19,19,1,1,1300-1359,0,,0,216,230,197,1,1437,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181922,1997,2,5,31,6,1997-05-31,WN,19393,WN,N693,1670,13796,1379601,32457,OAK,"Oakland, CA",CA,6,California,91,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6,California,91,1930,1930,0,0,0,0,1900-1959,6,1936,2035,5,2040,2040,0,0,0,0,2000-2059,0,,0,70,70,59,1,337,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124311,1997,4,11,8,6,1997-11-08,AA,19805,AA,N2BRAA,1778,13851,1385102,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,737,735,-2,0,0,-1,0700-0759,8,743,919,7,928,926,-2,0,0,-1,0900-0959,0,,0,111,111,96,1,693,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558564,1997,1,1,18,6,1997-01-18,UA,19977,UA,N7253U,1236,11109,1110901,30189,COS,"Colorado Springs, CO",CO,8,Colorado,82,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,1122,1140,18,18,1,1,1100-1159,14,1154,1211,4,1201,1215,14,14,0,0,1200-1259,0,,0,39,35,17,1,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430972,1997,3,7,11,5,1997-07-11,DL,19790,DL,N642DL,276,14679,1467902,33570,SAN,"San Diego, CA",CA,6,California,91,10397,1039702,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,1455,1457,2,2,0,0,1400-1459,14,1511,2203,10,2154,2213,19,19,1,1,2100-2159,0,,0,239,256,232,1,1891,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675854,1997,3,9,16,2,1997-09-16,UA,19977,UA,N984UA,1790,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11433,1143301,31295,DTW,"Detroit, MI",MI,26,Michigan,43,1230,1229,-1,0,0,-1,1200-1259,21,1250,1703,6,1710,1709,-1,0,0,-1,1700-1759,0,,0,160,160,133,1,1123,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474548,1997,2,6,30,1,1997-06-30,CO,19704,CO,N17531,1716,12266,1226601,31453,IAH,"Houston, TX",TX,48,Texas,74,16440,1644001,30423,AUS,"Austin, TX",TX,48,Texas,74,825,824,-1,0,0,-1,0800-0859,21,845,909,2,912,911,-1,0,0,-1,0900-0959,0,,0,47,47,24,1,143,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752830,1997,1,3,16,7,1997-03-16,US,20355,US,N269AU,1087,11618,1161801,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,11057,1105702,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,700,658,-2,0,0,-1,0700-0759,8,706,830,3,852,833,-19,0,0,-2,0800-0859,0,,0,112,95,84,1,529,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762059,1997,1,3,8,6,1997-03-08,US,20355,US,N899US,1203,14321,1432101,34321,PWM,"Portland, ME",ME,23,Maine,12,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,1145,1202,17,17,1,1,1100-1159,5,1207,1341,5,1334,1346,12,12,0,0,1300-1359,0,,0,109,104,94,1,555,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306309,1997,3,8,22,5,1997-08-22,DL,19790,DL,N474DA,1847,10721,1072101,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12953,1295301,31703,LGA,"New York, NY",NY,36,New York,22,1930,1930,0,0,0,0,1900-1959,22,1952,2030,5,2030,2035,5,5,0,0,2000-2059,0,,0,60,65,38,1,185,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
